ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ts
250,100,43,89,475,79,33,124,1560803787.395549
262,100,46,104,545,81,31,142,1560803787.418525
256,107,49,102,540,79,33,131,1560803787.432852
271,134,48,99,617,81,36,137,1560803787.463489
245,131,55,104,644,90,38,133,1560803787.478866
246,127,53,100,616,93,39,135,1560803787.492782
245,129,50,84,578,94,40,113,1560803787.5155132
269,140,61,95,629,97,44,117,1560803787.546535
217,115,63,96,550,102,42,113,1560803787.560951
197,98,59,92,494,121,42,100,1560803787.5754108
181,106,59,89,505,141,46,93,1560803787.597766
233,109,57,89,451,168,53,113,1560803787.612845
200,87,45,75,372,171,49,121,1560803787.635341
217,87,50,80,449,186,51,124,1560803787.658582
228,91,51,79,484,189,53,122,1560803787.68086
248,100,52,89,583,189,51,140,1560803787.69536
197,110,54,92,573,164,44,121,1560803787.718643
201,109,54,109,577,174,42,112,1560803787.741099
181,108,53,113,625,194,43,102,1560803787.75547
170,109,56,123,737,200,39,103,1560803787.7784688
181,99,56,113,658,188,35,85,1560803787.800937
196,109,56,135,752,203,35,94,1560803787.823291
183,110,60,125,788,202,35,86,1560803787.838477
189,108,58,118,755,171,34,97,1560803787.861388
197,105,57,106,652,152,34,95,1560803787.875284
163,102,60,115,670,172,36,96,1560803787.898596
147,68,56,91,623,160,34,95,1560803787.9210222
149,64,56,113,737,165,34,102,1560803787.935409
146,74,60,116,730,183,36,100,1560803787.958551
136,78,66,131,825,218,39,97,1560803787.981075
139,71,63,126,846,225,40,93,1560803787.995437
114,72,68,130,841,253,49,81,1560803788.018455
114,72,74,119,840,394,53,96,1560803788.041085
110,71,75,118,838,394,56,100,1560803788.055603
103,68,76,112,858,440,57,103,1560803788.078309
88,69,81,114,866,450,57,100,1560803788.1010618
88,70,80,106,884,468,52,105,1560803788.11532
137,70,76,106,887,410,55,151,1560803788.138486
132,60,76,108,904,402,51,148,1560803788.1685472
140,56,71,113,895,350,53,148,1560803788.183573
154,55,67,122,893,341,55,152,1560803788.198597
158,53,72,145,976,305,58,156,1560803788.221049
116,48,72,138,879,243,53,111,1560803788.235316
120,49,70,146,886,309,56,108,1560803788.258636
104,49,68,137,810,297,51,106,1560803788.28825
79,51,69,138,811,285,52,109,1560803788.296988
99,62,72,121,712,318,48,115,1560803788.318501
122,62,67,122,719,317,47,111,1560803788.341016
132,67,76,116,759,277,51,111,1560803788.3554368
140,70,78,121,808,276,56,132,1560803788.378919
148,67,80,112,769,271,58,158,1560803788.408482
152,57,75,110,743,246,58,154,1560803788.415388
165,60,77,113,796,268,62,154,1560803788.438497
168,61,67,118,718,261,56,153,1560803788.460927
165,58,64,134,661,270,55,137,1560803788.484269
165,64,68,155,745,265,48,98,1560803788.506081
150,61,73,153,734,250,54,104,1560803788.521498
118,65,71,153,664,225,49,112,1560803788.535299
104,63,71,151,740,206,46,109,1560803788.558546
107,64,73,139,753,192,42,104,1560803788.5814369
107,58,64,112,673,190,44,111,1560803788.595398
141,66,53,120,686,180,40,102,1560803788.619402
151,71,55,122,696,161,42,99,1560803788.6410642
166,70,53,110,590,164,44,99,1560803788.655339
166,68,46,98,494,142,45,105,1560803788.678541
177,76,44,99,514,138,41,99,1560803788.701011
157,78,44,105,564,172,42,92,1560803788.7236118
147,71,45,108,530,160,38,68,1560803788.738986
133,74,44,107,529,154,37,69,1560803788.761056
139,74,45,108,534,158,36,63,1560803788.783998
122,68,55,112,564,170,43,95,1560803788.798577
118,57,56,93,473,119,42,102,1560803788.821068
156,58,56,84,490,122,45,108,1560803788.84412
174,74,63,86,496,115,46,113,1560803788.859247
202,78,64,88,511,110,49,120,1560803788.881056
198,80,72,93,488,90,43,94,1560803788.903554
197,82,71,91,448,81,36,103,1560803788.9178278
187,78,70,99,396,87,39,99,1560803788.941037
170,63,80,125,403,91,41,94,1560803788.963684
133,55,81,126,459,86,41,90,1560803788.986528
154,48,71,125,398,81,42,107,1560803789.00109
157,47,77,135,396,82,43,89,1560803789.023712
170,47,80,150,443,73,41,90,1560803789.037846
192,35,67,138,447,74,39,94,1560803789.060715
198,35,71,134,372,77,35,105,1560803789.083338
187,35,84,143,443,79,32,88,1560803789.097875
180,38,89,134,490,82,34,92,1560803789.121054
153,43,84,110,488,84,32,88,1560803789.143483
137,57,84,103,442,77,34,83,1560803789.1660311
128,60,78,110,434,87,38,80,1560803789.180904
124,62,81,100,394,89,39,82,1560803789.211116
178,59,80,107,486,100,38,86,1560803789.226037
246,58,79,113,454,101,41,97,1560803789.240971
276,60,85,144,476,114,39,104,1560803789.263635
293,64,106,152,492,116,43,94,1560803789.277822
312,66,97,151,492,118,47,94,1560803789.30157
312,67,90,161,386,118,48,90,1560803789.324152
265,66,96,162,390,116,48,79,1560803789.337896
246,56,95,156,366,108,48,70,1560803789.361052
227,57,87,164,370,96,42,62,1560803789.383661
203,52,79,160,468,89,37,65,1560803789.397875
161,50,79,152,445,76,36,67,1560803789.4209712
162,57,81,175,442,83,38,72,1560803789.44482
139,54,75,161,494,84,40,71,1560803789.457947
124,51,61,145,506,101,40,69,1560803789.480833
128,51,64,149,379,103,44,68,1560803789.503561
143,59,101,185,357,104,45,90,1560803789.526026
150,52,101,172,388,98,40,86,1560803789.548591
140,49,103,175,354,98,38,88,1560803789.564108
167,46,103,176,298,78,36,88,1560803789.577925
163,47,104,185,302,80,34,85,1560803789.601983
170,37,69,149,338,76,31,60,1560803789.62276
156,36,58,130,311,82,32,62,1560803789.654597
166,41,55,131,285,76,32,58,1560803789.662001
142,38,54,140,309,83,39,67,1560803789.685098
140,42,62,137,317,81,39,67,1560803789.705475
113,41,62,136,308,86,40,62,1560803789.721893
121,41,61,139,301,79,43,61,1560803789.7507858
139,54,66,136,329,97,48,92,1560803789.765423
150,59,72,135,357,93,45,90,1560803789.806645
154,60,80,149,400,98,43,91,1560803789.808384
167,60,81,144,382,92,43,98,1560803789.825569
175,60,83,145,376,90,43,101,1560803789.842054
152,48,87,139,382,72,38,73,1560803789.864662
140,47,87,131,359,71,37,66,1560803789.887397
138,39,70,101,292,57,34,68,1560803789.90254
161,44,69,104,291,60,35,71,1560803789.938683
172,41,69,100,323,66,35,78,1560803789.945267
168,44,63,105,313,65,35,79,1560803789.962156
170,43,62,117,307,65,36,86,1560803789.990412
168,47,66,111,302,68,38,90,1560803790.005372
159,53,64,108,299,70,38,82,1560803790.029485
122,54,62,122,286,65,34,68,1560803790.0428288
120,52,71,146,248,67,34,63,1560803790.065212
134,53,65,138,217,69,34,60,1560803790.082389
144,50,61,140,237,68,33,63,1560803790.102869
137,46,65,142,242,62,31,60,1560803790.125319
144,50,77,136,242,58,29,61,1560803790.1477711
145,51,74,112,272,58,28,68,1560803790.162625
127,50,77,107,277,56,28,64,1560803790.186136
113,52,80,101,267,52,26,48,1560803790.201035
93,49,76,96,263,53,25,48,1560803790.222085
80,47,86,106,310,64,27,46,1560803790.2688699
79,44,79,95,282,55,26,38,1560803790.2752821
82,46,73,90,270,53,27,39,1560803790.282095
89,46,69,91,283,54,26,40,1560803790.304585
79,45,77,103,290,63,28,39,1560803790.321165
78,43,53,94,203,67,26,50,1560803790.342702
75,46,56,96,222,75,28,49,1560803790.372779
71,43,56,96,221,78,27,48,1560803790.387723
57,45,57,95,185,78,26,47,1560803790.4103382
45,44,46,80,221,92,29,46,1560803790.4252481
42,42,43,67,230,98,29,36,1560803790.449556
53,37,37,60,205,99,26,32,1560803790.462822
59,37,37,56,221,114,28,27,1560803790.492941
57,30,39,62,244,125,29,26,1560803790.502027
59,28,40,70,221,137,26,27,1560803790.522969
76,42,38,69,226,137,34,28,1560803790.547134
85,45,39,71,237,138,36,31,1560803790.567978
100,53,44,76,233,135,35,44,1560803790.582916
100,53,42,78,233,141,38,45,1560803790.6128669
98,53,41,76,247,136,42,46,1560803790.629555
89,44,39,81,281,131,39,44,1560803790.642852
85,51,40,88,308,143,41,46,1560803790.6653302
84,49,34,90,300,138,41,41,1560803790.687835
86,49,32,89,296,126,40,39,1560803790.7029731
87,47,31,91,308,114,35,38,1560803790.725315
84,48,32,88,270,111,35,37,1560803790.747961
102,55,31,90,229,111,29,36,1560803790.770468
90,57,33,105,273,106,33,45,1560803790.7852552
89,58,35,105,268,110,39,50,1560803790.831898
90,60,36,104,271,102,38,52,1560803790.833833
95,60,36,112,295,123,38,52,1560803790.8458712
90,50,39,104,320,121,41,52,1560803790.869503
95,46,38,95,299,130,47,47,1560803790.882879
115,45,42,94,310,137,46,50,1560803790.905342
121,44,42,104,290,146,47,48,1560803790.927992
129,45,43,115,282,127,49,52,1560803790.950375
122,53,39,118,249,116,48,51,1560803790.965365
131,57,37,123,256,114,49,44,1560803790.9877741
121,59,31,131,245,100,57,51,1560803791.004648
116,57,29,152,241,100,55,56,1560803791.026751
108,59,29,137,245,107,54,53,1560803791.047848
104,49,29,138,258,109,55,53,1560803791.070339
88,42,29,145,363,105,56,54,1560803791.093588
90,44,34,141,366,114,46,50,1560803791.124161
87,44,33,106,370,124,100,48,1560803791.126011
92,41,32,123,365,121,104,50,1560803791.14532
82,42,32,134,371,118,105,48,1560803791.167965
76,41,32,133,264,132,102,60,1560803791.190376
66,39,27,140,257,129,121,60,1560803791.205313
67,37,27,144,288,112,90,61,1560803791.2279391
71,43,27,129,271,114,91,71,1560803791.2428448
79,41,29,121,264,108,102,76,1560803791.265372
84,42,35,118,261,114,113,68,1560803791.295614
85,42,42,133,332,138,107,66,1560803791.304312
88,43,43,132,293,167,105,80,1560803791.3253222
100,49,44,138,306,163,107,75,1560803791.348095
98,48,43,136,306,168,111,76,1560803791.362946
95,49,39,127,329,167,102,78,1560803791.3853369
92,47,35,107,325,148,93,78,1560803791.4164212
87,47,38,112,343,128,97,68,1560803791.432119
57,35,37,106,407,151,89,71,1560803791.44698
69,46,40,108,410,172,95,68,1560803791.467983
68,47,41,105,387,160,96,65,1560803791.4828901
70,46,41,95,331,162,90,66,1560803791.5053868
71,46,39,102,315,188,83,61,1560803791.527941
68,47,40,105,242,207,107,57,1560803791.5503528
49,36,36,103,264,196,92,53,1560803791.5736349
40,34,32,120,277,193,91,56,1560803791.5879948
56,34,31,121,279,192,90,50,1560803791.610266
70,37,31,114,296,163,92,46,1560803791.625375
71,33,29,112,282,118,68,48,1560803791.647866
71,33,30,113,259,119,58,54,1560803791.6705241
73,31,31,107,296,132,49,54,1560803791.685294
60,34,34,105,303,130,48,52,1560803791.707884
43,33,41,100,320,122,43,53,1560803791.730427
37,34,44,100,327,127,36,46,1560803791.745336
37,34,43,106,339,120,36,40,1560803791.768089
40,34,43,93,295,109,37,34,1560803791.798551
54,36,41,92,283,107,37,41,1560803791.813416
53,33,35,100,272,109,36,39,1560803791.827762
54,33,35,101,283,114,33,39,1560803791.8502061
51,31,43,104,279,120,33,37,1560803791.873261
47,32,44,105,279,117,34,37,1560803791.8880188
30,26,45,108,300,113,34,27,1560803791.910355
29,26,45,99,282,115,35,25,1560803791.9334981
30,35,63,102,268,105,38,25,1560803791.9479618
31,42,84,116,273,88,34,25,1560803791.970359
29,41,84,117,273,87,32,26,1560803791.986817
27,42,85,119,250,85,33,25,1560803792.007863
28,46,85,120,242,84,35,27,1560803792.030369
26,42,89,115,220,77,31,25,1560803792.046889
31,37,76,108,196,83,36,25,1560803792.06797
35,38,77,111,206,85,36,26,1560803792.090325
35,36,76,109,209,90,32,26,1560803792.113548
36,33,75,122,238,82,32,25,1560803792.1279562
36,30,54,131,356,89,33,25,1560803792.1503189
32,30,45,119,356,83,32,25,1560803792.165323
27,30,50,119,367,91,31,24,1560803792.1879652
28,31,56,118,375,89,35,25,1560803792.2275288
25,29,57,105,357,91,34,28,1560803792.2293599
26,31,61,100,243,95,36,29,1560803792.247966
26,30,58,100,241,103,33,28,1560803792.278348
27,31,60,108,231,108,33,28,1560803792.28694
28,32,55,106,249,107,30,27,1560803792.316145
31,32,62,110,237,111,27,24,1560803792.346577
32,29,58,111,285,103,25,23,1560803792.3535938
32,28,59,109,281,103,26,22,1560803792.376015
31,26,54,120,360,108,29,22,1560803792.390392
28,24,54,129,381,108,30,22,1560803792.406869
26,24,50,132,381,103,30,21,1560803792.428
28,29,55,135,364,102,30,21,1560803792.458592
28,29,52,130,367,94,30,22,1560803792.473427
32,30,49,106,306,80,29,23,1560803792.49613
35,33,59,89,272,83,27,21,1560803792.510391
36,31,58,81,296,93,27,22,1560803792.533688
34,33,60,64,281,102,27,22,1560803792.547974
35,38,80,74,291,112,27,21,1560803792.579011
34,37,85,75,319,102,26,22,1560803792.61747
31,37,80,75,305,100,27,22,1560803792.61937
29,37,79,79,293,103,32,22,1560803792.630381
31,35,77,90,291,99,32,21,1560803792.661077
31,29,59,93,325,95,33,23,1560803792.667839
29,29,51,91,272,102,33,23,1560803792.692183
31,28,50,97,287,130,35,25,1560803792.713542
31,29,49,96,321,127,31,23,1560803792.727774
26,30,51,97,328,124,29,25,1560803792.750382
26,34,54,87,290,122,31,25,1560803792.7735949
29,35,69,93,295,119,33,26,1560803792.787997
26,35,68,90,288,90,30,24,1560803792.810459
29,35,66,84,235,76,30,25,1560803792.833508
29,31,65,78,241,120,31,25,1560803792.84796
31,32,61,83,248,117,29,26,1560803792.878577
30,32,53,75,237,117,25,25,1560803792.893625
32,30,52,79,234,117,25,25,1560803792.9158711
29,30,53,82,279,130,26,24,1560803792.930968
29,31,48,86,335,94,25,24,1560803792.953477
29,30,48,88,354,98,24,24,1560803792.967968
28,33,45,93,350,104,24,24,1560803792.991977
36,35,45,89,345,109,25,24,1560803793.01438
37,37,47,90,345,93,25,25,1560803793.0294561
38,35,45,93,310,93,26,25,1560803793.059006
37,33,45,93,278,94,25,23,1560803793.074267
37,28,37,94,276,85,27,21,1560803793.0879
30,25,38,96,276,76,25,21,1560803793.111184
28,23,37,100,270,78,24,21,1560803793.1340811
24,24,40,91,235,85,26,21,1560803793.1479142
23,26,39,85,250,106,28,23,1560803793.170934
22,29,40,78,258,112,30,25,1560803793.1936119
23,30,40,74,255,112,31,24,1560803793.2161438
25,33,46,69,210,115,30,24,1560803793.2310839
27,34,50,77,263,109,29,22,1560803793.261131
29,36,68,80,243,94,30,22,1560803793.2680821
30,36,69,90,265,90,29,21,1560803793.291252
28,37,69,92,296,86,29,23,1560803793.313589
30,38,68,95,306,84,30,23,1560803793.336094
27,37,66,86,267,87,30,25,1560803793.351184
25,32,49,86,283,76,25,25,1560803793.374194
26,32,51,81,251,69,23,24,1560803793.3879108
25,29,54,103,281,74,23,23,1560803793.411631
24,25,51,100,281,81,23,24,1560803793.448602
26,33,67,114,285,78,24,22,1560803793.456156
26,37,70,111,270,78,27,24,1560803793.470967
25,37,66,114,304,83,28,24,1560803793.494777
25,37,65,94,250,88,29,24,1560803793.516027
22,37,64,99,254,81,30,23,1560803793.531001
22,32,48,87,266,76,31,22,1560803793.553363
23,32,52,97,272,90,30,22,1560803793.5761359
23,31,56,93,255,93,29,22,1560803793.5911
23,31,57,92,261,87,28,20,1560803793.613305
23,31,57,91,246,92,25,21,1560803793.643655
23,28,56,94,215,97,24,24,1560803793.650925
21,26,49,99,242,93,27,25,1560803793.673575
23,27,47,102,232,90,31,25,1560803793.696174
24,27,50,100,231,94,32,27,1560803793.71224
25,29,48,97,236,88,33,28,1560803793.733569
25,30,49,93,265,81,30,25,1560803793.756093
26,28,53,90,235,82,29,24,1560803793.778588
24,29,55,89,309,85,26,23,1560803793.793495
23,28,51,97,308,79,25,23,1560803793.823858
23,26,51,94,315,76,24,21,1560803793.838521
27,30,62,116,342,93,30,23,1560803793.854753
26,31,67,139,366,113,31,22,1560803793.875409
29,32,65,145,309,116,32,24,1560803793.898298
29,32,65,144,322,117,32,23,1560803793.920591
28,32,66,148,352,120,31,23,1560803793.943482
24,29,59,134,322,120,30,22,1560803793.958834
27,30,51,106,315,96,28,24,1560803793.9735
27,33,56,95,355,89,28,27,1560803794.003568
27,32,54,90,372,89,29,26,1560803794.01036
30,32,55,80,355,91,29,27,1560803794.033421
30,34,54,85,421,90,27,26,1560803794.056108
29,33,62,83,419,97,26,24,1560803794.078588
29,29,57,82,374,100,24,21,1560803794.093519
30,30,58,91,365,100,24,22,1560803794.1160321
29,31,56,97,382,99,28,24,1560803794.138541
31,28,54,88,299,101,27,24,1560803794.1535661
31,30,53,102,284,105,32,25,1560803794.1760561
31,28,56,113,303,107,33,24,1560803794.1903288
32,29,55,107,268,105,32,26,1560803794.213501
31,28,56,107,252,121,32,23,1560803794.23611
33,31,56,104,279,118,33,24,1560803794.265925
32,28,46,94,284,109,29,21,1560803794.2735631
31,27,45,83,293,100,28,22,1560803794.3032598
29,29,43,80,300,101,30,22,1560803794.312015
30,32,49,96,294,81,30,23,1560803794.333462
26,29,52,95,264,70,31,24,1560803794.3566759
26,30,50,103,274,72,29,26,1560803794.37858
25,30,48,106,260,77,30,24,1560803794.40201
26,28,50,111,256,76,29,26,1560803794.415876
25,24,45,93,225,76,26,27,1560803794.4391391
28,28,54,95,217,74,25,27,1560803794.453177
28,28,53,76,240,78,26,26,1560803794.476286
30,28,59,70,228,86,25,28,1560803794.4984472
31,29,57,100,265,96,28,27,1560803794.513389
34,32,59,103,268,95,28,25,1560803794.535965
33,30,50,113,288,104,27,23,1560803794.558582
34,33,56,124,268,113,30,25,1560803794.5811
33,35,50,126,271,114,29,24,1560803794.596124
32,34,52,98,227,106,25,25,1560803794.618701
28,30,49,101,224,107,26,26,1560803794.633531
27,30,44,95,195,114,29,27,1560803794.656518
26,34,53,116,226,108,34,26,1560803794.686114
25,33,53,121,230,99,35,25,1560803794.693613
24,30,52,119,243,120,36,23,1560803794.716127
29,30,55,116,240,124,36,24,1560803794.737665
28,30,55,112,260,111,34,25,1560803794.776519
30,25,39,79,246,104,29,25,1560803794.791177
29,28,41,71,235,103,28,27,1560803794.797946
31,30,40,75,229,81,27,27,1560803794.8145359
29,32,40,79,233,71,27,25,1560803794.8352711
33,32,42,81,241,65,27,26,1560803794.8579712
30,30,44,74,205,62,26,26,1560803794.881335
31,26,42,68,203,66,29,23,1560803794.903719
48,24,42,69,220,68,30,23,1560803794.9171631
53,26,43,64,226,68,28,22,1560803794.9336169
59,25,41,64,233,68,27,23,1560803794.962393
60,25,39,65,235,79,27,24,1560803794.977402
60,27,41,79,302,89,28,25,1560803795.008491
47,28,40,86,312,101,27,26,1560803795.015326
45,29,37,85,314,100,28,26,1560803795.037846
43,35,38,97,315,104,32,24,1560803795.054542
44,36,36,104,315,100,32,23,1560803795.077115
47,38,39,99,265,94,28,25,1560803795.097775
47,39,40,98,252,87,27,23,1560803795.115737
42,37,39,100,249,89,30,25,1560803795.135343
34,33,40,84,222,91,26,27,1560803795.157791
38,35,41,91,251,93,29,27,1560803795.1743948
35,32,51,93,286,92,30,25,1560803795.19525
36,31,52,93,276,95,32,27,1560803795.21787
43,32,52,94,285,97,29,26,1560803795.240095
44,31,53,100,304,99,31,23,1560803795.2552211
43,32,53,88,303,105,32,23,1560803795.279553
44,33,45,85,283,106,31,22,1560803795.3002381
43,33,48,91,305,105,31,24,1560803795.315423
46,32,48,100,317,100,31,23,1560803795.3453212
55,39,46,99,327,93,31,24,1560803795.3619618
53,36,44,104,313,88,27,24,1560803795.382884
52,36,42,105,317,85,28,24,1560803795.397797
66,38,45,115,390,79,29,24,1560803795.420379
62,40,45,114,412,92,33,24,1560803795.43515
60,42,49,139,430,98,36,24,1560803795.4586349
60,43,53,139,428,91,39,25,1560803795.479528
61,44,56,145,438,91,39,27,1560803795.4944901
46,43,56,139,374,127,42,30,1560803795.516997
43,40,58,154,335,144,48,33,1560803795.539758
51,31,56,130,320,156,44,33,1560803795.5624962
52,31,53,131,336,160,44,36,1560803795.593497
51,31,49,129,364,166,47,40,1560803795.600154
61,27,43,124,372,140,43,37,1560803795.6152
72,32,42,97,413,115,35,35,1560803795.637753
63,30,43,96,389,95,36,36,1560803795.6684
66,32,52,110,395,102,35,33,1560803795.675401
68,33,55,111,391,94,33,29,1560803795.699465
63,34,57,117,410,88,33,26,1560803795.720233
67,34,57,118,450,97,34,28,1560803795.735405
73,42,73,120,473,117,36,29,1560803795.757817
79,42,74,144,476,110,37,29,1560803795.781993
82,40,72,156,491,114,36,29,1560803795.811463
92,46,83,154,480,118,36,32,1560803795.819612
84,48,89,171,447,117,38,31,1560803795.842015
79,48,83,192,463,106,37,32,1560803795.855447
75,51,78,167,449,104,38,34,1560803795.877748
99,51,82,157,443,97,40,39,1560803795.9085212
92,46,80,169,460,99,42,38,1560803795.922823
104,45,77,163,443,105,40,38,1560803795.945281
107,40,72,138,416,107,40,38,1560803795.96027
140,47,87,150,431,115,42,40,1560803795.9753618
131,51,88,169,404,117,41,33,1560803796.0054119
138,51,80,181,438,137,44,36,1560803796.020285
141,51,79,191,424,136,45,37,1560803796.042904
146,54,83,195,470,127,45,35,1560803796.057732
115,45,68,191,466,125,40,31,1560803796.0802062
143,40,67,178,472,123,38,33,1560803796.095461
186,43,73,146,406,94,33,39,1560803796.119529
183,41,71,126,394,89,29,37,1560803796.1402972
177,37,70,151,371,95,31,37,1560803796.16215
195,40,70,155,444,81,34,42,1560803796.17709
222,50,76,155,410,80,35,57,1560803796.199508
199,52,71,159,444,82,34,55,1560803796.223485
217,52,75,167,466,80,38,57,1560803796.236994
224,60,85,164,499,101,38,59,1560803796.268679
210,60,82,161,429,117,36,57,1560803796.282682
161,53,73,153,436,121,35,44,1560803796.297751
225,58,76,153,421,129,40,50,1560803796.328436
220,65,79,147,466,131,44,53,1560803796.342874
224,67,74,155,448,123,47,52,1560803796.3578439
229,70,80,151,475,112,46,50,1560803796.396115
246,75,84,150,480,108,48,51,1560803796.4028
181,70,79,148,482,98,44,44,1560803796.417727
167,70,71,154,447,93,44,42,1560803796.4419188
197,63,67,124,489,78,41,44,1560803796.462854
199,67,80,141,503,89,47,47,1560803796.477829
192,74,77,143,512,92,47,47,1560803796.501945
202,76,78,158,513,95,47,45,1560803796.522767
198,71,78,158,516,102,44,42,1560803796.5453632
161,69,81,163,447,106,44,38,1560803796.56021
163,61,61,137,463,100,40,39,1560803796.5829198
165,56,60,129,454,103,36,37,1560803796.5977962
156,55,66,129,487,112,39,36,1560803796.6285949
162,58,68,133,476,111,42,36,1560803796.642942
173,56,58,119,492,108,39,39,1560803796.665374
191,56,63,132,419,105,41,36,1560803796.680244
200,45,62,143,452,100,43,35,1560803796.711116
230,43,70,140,404,91,42,40,1560803796.718084
229,39,71,142,403,87,38,40,1560803796.7485619
235,45,81,171,378,84,38,39,1560803796.762875
263,49,79,171,399,81,36,47,1560803796.7796311
255,49,84,169,365,79,36,50,1560803796.8002279
218,47,71,162,356,74,34,44,1560803796.822817
220,61,93,199,444,116,59,52,1560803796.837889
209,62,89,175,424,118,63,60,1560803796.860196
170,62,90,168,407,122,64,53,1560803796.890976
186,65,85,170,477,126,64,54,1560803796.898051
199,65,89,172,493,133,65,55,1560803796.920207
191,53,73,158,477,89,42,46,1560803796.942784
197,50,67,164,492,83,36,36,1560803796.9656699
195,53,69,162,508,84,32,39,1560803796.980367
168,48,69,160,463,86,36,37,1560803797.011385
167,55,81,171,466,77,36,38,1560803797.017875
172,53,76,119,441,95,39,42,1560803797.049066
187,53,77,126,453,96,43,47,1560803797.062887
175,48,89,152,496,105,48,44,1560803797.079642
175,55,96,150,471,103,44,41,1560803797.100256
164,52,87,138,496,103,44,38,1560803797.122853
165,54,94,161,544,100,45,37,1560803797.137878
140,57,94,154,566,106,43,31,1560803797.160254
129,59,83,129,524,94,38,32,1560803797.191625
140,52,75,129,541,94,39,33,1560803797.206017
143,52,82,144,504,95,39,31,1560803797.220182
144,51,82,125,393,91,37,32,1560803797.242776
160,50,85,124,314,86,33,34,1560803797.2660382
179,50,84,126,296,82,33,36,1560803797.288489
163,52,82,132,290,77,31,35,1560803797.3107991
163,50,71,106,306,72,29,37,1560803797.325782
175,53,55,105,338,59,27,36,1560803797.340271
156,54,53,106,355,59,28,37,1560803797.36275
130,51,64,133,361,61,26,34,1560803797.3864698
136,50,65,129,357,72,27,34,1560803797.401967
139,48,71,136,338,71,27,35,1560803797.4228392
132,47,76,138,331,73,29,35,1560803797.446064
136,46,85,146,373,70,28,30,1560803797.468599
144,43,77,124,399,64,31,34,1560803797.482783
154,47,84,128,408,59,32,36,1560803797.505915
148,49,86,134,395,62,34,36,1560803797.520295
148,46,82,140,397,62,33,34,1560803797.542864
148,47,73,133,350,61,35,37,1560803797.573612
138,47,73,129,332,70,35,39,1560803797.580271
119,45,75,135,327,71,32,37,1560803797.6028821
117,45,73,120,328,71,30,34,1560803797.626074
115,43,71,139,318,68,31,37,1560803797.640264
107,41,68,143,308,68,28,34,1560803797.6628768
133,49,68,149,285,56,25,30,1560803797.6859848
145,52,64,135,295,50,28,31,1560803797.70033
149,49,58,140,373,73,28,32,1560803797.722672
134,53,64,116,412,83,28,30,1560803797.746058
134,51,62,100,408,86,31,30,1560803797.760259
147,48,68,101,421,87,31,30,1560803797.784533
154,52,64,112,399,93,35,34,1560803797.813577
151,52,66,113,365,77,37,34,1560803797.820255
155,54,70,106,374,76,37,35,1560803797.84289
161,60,70,110,386,80,37,38,1560803797.865949
144,59,67,116,407,87,37,35,1560803797.888556
134,54,64,122,416,89,36,32,1560803797.902829
130,55,68,125,431,92,36,31,1560803797.925909
127,51,74,134,408,88,37,29,1560803797.948475
128,52,83,147,441,102,43,30,1560803797.962904
117,55,83,136,418,103,45,34,1560803797.986003
112,57,89,140,416,98,43,32,1560803798.0081859
127,58,84,142,374,94,44,37,1560803798.02284
132,59,77,136,361,91,43,38,1560803798.046191
132,55,69,132,352,75,37,39,1560803798.060377
127,51,67,134,390,79,38,36,1560803798.082817
121,54,70,115,368,76,35,38,1560803798.106023
126,59,68,104,375,78,36,39,1560803798.128737
140,62,68,135,366,91,40,41,1560803798.1428552
131,65,74,126,323,87,38,38,1560803798.1752439
134,64,76,134,317,75,34,38,1560803798.1960099
183,61,67,134,306,72,38,45,1560803798.211169
182,71,75,150,368,80,42,48,1560803798.2415972
177,72,74,120,396,66,38,46,1560803798.249942
177,67,82,117,397,61,38,47,1560803798.2628481
176,69,80,113,380,73,39,46,1560803798.286543
123,67,80,114,451,81,36,38,1560803798.308516
117,48,73,94,393,71,31,30,1560803798.338602
103,42,76,100,355,73,30,30,1560803798.3466039
107,41,60,102,390,80,32,26,1560803798.368435
111,40,63,103,371,70,32,29,1560803798.382821
118,45,66,105,305,66,31,31,1560803798.4060981
121,47,71,122,311,73,30,30,1560803798.428457
128,50,68,120,303,82,33,36,1560803798.4429
141,55,65,116,244,78,36,36,1560803798.466019
136,56,59,114,321,86,36,35,1560803798.4892051
131,52,53,114,305,80,37,37,1560803798.5028892
121,50,51,115,376,85,38,38,1560803798.541038
120,46,49,126,430,83,34,32,1560803798.548517
107,42,53,126,430,82,29,32,1560803798.562852
116,43,53,123,380,77,28,40,1560803798.585797
153,68,53,131,427,78,29,39,1560803798.6085188
153,70,45,105,356,66,31,39,1560803798.622857
162,72,39,85,299,50,29,39,1560803798.645891
157,71,34,96,325,68,30,40,1560803798.668537
153,68,35,102,318,71,30,30,1560803798.6828609
114,40,48,108,365,77,30,28,1560803798.7060812
114,40,50,112,363,77,26,28,1560803798.7284741
95,40,52,114,356,79,27,28,1560803798.75111
117,48,54,114,381,72,28,30,1560803798.789866
112,49,52,106,376,64,27,31,1560803798.791758
114,49,38,99,299,65,24,31,1560803798.80289
111,43,35,102,317,68,29,30,1560803798.826157
110,49,32,102,346,68,32,31,1560803798.8560581
85,42,29,94,296,65,29,27,1560803798.862699
78,41,32,106,307,69,31,25,1560803798.893515
80,41,32,105,312,80,32,24,1560803798.908452
85,49,31,99,300,78,29,25,1560803798.930789
96,64,31,94,257,79,26,28,1560803798.945952
