1562034623.18634,42,36,57,138,59,28,24,21
1562034623.209361,37,34,52,127,55,25,26,21
1562034623.231984,34,35,58,145,50,23,25,21
1562034623.246049,35,39,67,165,41,24,24,22
1562034623.284374,38,39,71,169,42,25,24,23
1562034623.291976,41,37,68,145,40,28,23,23
1562034623.314306,41,37,67,162,42,33,23,25
1562034623.329392,42,41,72,147,41,36,25,26
1562034623.351855,43,38,66,127,37,38,25,25
1562034623.374382,46,36,56,122,37,38,26,26
1562034623.389294,43,38,63,125,40,38,26,24
1562034623.411829,45,40,69,119,43,35,25,24
1562034623.426249,46,33,63,145,47,37,25,21
1562034623.44944,44,35,66,140,48,36,25,22
1562034623.47193,39,33,69,149,50,37,25,24
1562034623.494385,38,31,66,169,52,39,25,26
1562034623.509431,33,32,69,155,47,41,24,24
1562034623.531803,30,34,66,137,46,39,24,27
1562034623.546077,30,33,64,152,48,40,24,27
1562034623.569196,31,36,72,147,48,45,24,26
1562034623.591881,33,38,71,148,41,41,26,24
1562034623.606137,35,36,65,147,41,40,27,25
1562034623.629332,36,34,71,165,37,40,26,24
1562034623.659446,34,39,74,164,34,37,25,25
1562034623.666234,35,38,70,165,29,32,27,26
1562034623.689363,39,35,68,156,33,33,25,26
1562034623.711916,40,36,75,168,34,33,24,24
1562034623.741827,40,37,74,145,36,31,24,23
1562034623.749312,41,31,75,149,38,33,24,22
1562034623.771979,40,30,71,153,38,31,22,19
1562034623.794554,37,31,73,143,35,29,22,21
1562034623.809774,35,31,67,131,46,30,22,20
1562034623.833015,34,36,66,136,45,33,23,21
1562034623.855468,35,38,63,126,46,42,23,21
1562034623.870505,35,39,59,130,47,41,24,22
1562034623.900523,35,38,57,122,49,43,23,20
1562034623.915325,37,40,53,122,45,45,24,22
1562034623.930528,38,36,50,122,46,43,24,22
1562034623.952999,37,35,56,128,47,36,22,23
1562034623.975608,36,36,56,114,52,34,24,21
1562034623.990433,33,37,64,160,55,38,24,21
1562034624.012804,30,33,66,160,49,35,24,20
1562034624.035434,28,32,72,158,49,39,25,19
1562034624.05008,29,30,65,160,46,42,24,18
1562034624.077917,33,27,65,159,40,46,22,19
1562034624.095025,37,30,60,111,38,42,21,20
1562034624.116087,40,30,61,114,37,42,22,19
1562034624.138513,40,34,62,110,38,41,23,21
1562034624.155424,42,34,63,106,39,36,24,20
1562034624.176044,40,34,63,120,39,41,27,19
1562034624.206202,36,30,63,117,37,41,26,20
1562034624.215381,35,31,66,120,37,43,26,21
1562034624.236135,35,28,58,119,36,39,25,21
1562034624.26617,31,26,61,121,35,42,23,21
1562034624.275542,31,29,67,122,37,40,21,23
1562034624.297906,33,32,70,121,41,39,23,22
1562034624.326197,33,35,64,122,43,37,20,21
1562034624.335257,35,33,70,120,44,38,21,22
1562034624.356165,38,34,67,112,42,35,23,22
1562034624.386941,38,32,61,96,41,27,22,21
1562034624.39362,38,32,55,98,38,29,24,22
1562034624.41631,38,31,55,107,40,28,25,21
1562034624.438503,36,37,47,108,38,28,25,20
1562034624.453697,32,38,54,113,44,30,26,21
1562034624.476207,33,41,55,120,44,32,27,22
1562034624.498683,31,40,58,124,44,32,23,22
1562034624.513675,32,37,60,109,40,33,22,20
1562034624.536155,35,32,65,127,45,32,23,19
1562034624.558795,37,32,57,122,41,35,22,19
1562034624.573742,36,30,61,116,40,35,22,18
1562034624.596209,37,28,57,116,39,32,24,19
1562034624.618711,36,31,58,128,45,33,25,20
1562034624.633738,35,31,53,111,42,38,24,22
1562034624.656323,34,32,55,107,42,38,24,24
1562034624.678786,32,33,49,113,42,37,24,24
1562034624.693712,33,35,53,120,43,37,24,23
1562034624.716263,32,34,55,107,38,41,24,24
1562034624.73869,33,34,52,128,38,40,27,22
1562034624.761254,31,33,54,134,38,38,26,19
1562034624.77621,29,34,56,129,37,44,25,19
1562034624.798625,27,33,56,118,39,44,25,21
1562034624.821548,31,33,52,124,39,41,25,22
1562034624.836181,33,35,55,123,39,41,22,21
1562034624.858619,34,33,66,125,38,41,23,22
1562034624.873647,37,30,69,130,39,37,24,22
1562034624.896262,40,32,67,130,36,43,23,23
1562034624.918669,39,31,67,130,40,45,23,22
1562034624.941232,41,30,75,108,41,45,25,23
1562034624.956205,38,32,64,94,41,45,22,23
1562034624.978696,36,33,62,101,42,46,24,24
1562034624.993581,34,31,66,114,45,42,25,23
1562034625.01629,33,32,72,112,42,43,25,24
1562034625.038578,28,33,64,114,40,45,22,24
1562034625.053611,30,34,63,122,45,44,23,23
1562034625.077934,30,31,64,108,44,41,23,22
1562034625.098504,27,32,66,102,46,38,23,21
1562034625.1139,27,32,63,108,46,42,23,20
1562034625.136232,30,34,70,110,46,40,26,20
1562034625.158594,31,34,69,108,42,39,25,21
1562034625.18944,37,35,67,114,42,44,22,19
1562034625.196251,38,34,63,121,39,47,24,21
1562034625.21869,38,32,62,129,38,46,25,20
1562034625.241145,37,29,54,138,41,45,22,22
1562034625.256362,36,28,52,134,40,48,23,21
1562034625.2869,33,31,52,133,39,47,26,21
1562034625.301263,40,32,56,135,43,60,25,21
1562034625.317668,40,37,54,140,47,61,24,21
1562034625.346865,40,37,62,129,43,63,25,19
1562034625.361203,38,39,66,139,41,59,29,19
1562034625.377993,36,36,67,152,43,60,28,20
1562034625.406836,31,37,76,143,43,55,29,19
1562034625.421204,29,34,76,123,41,53,28,19
1562034625.436383,28,34,73,128,48,54,27,19
1562034625.458717,28,33,70,119,51,59,24,19
1562034625.481337,31,33,68,111,49,59,25,19
1562034625.496279,29,33,60,105,47,53,23,20
1562034625.518674,31,31,64,106,45,50,23,24
1562034625.541389,33,32,57,95,38,47,23,24
1562034625.556318,34,32,58,94,37,44,23,24
1562034625.578629,34,33,64,111,40,41,24,25
1562034625.60115,36,31,61,119,37,38,26,25
1562034625.61621,36,32,57,120,37,37,25,22
1562034625.638714,34,32,57,121,38,42,26,22
1562034625.661316,38,34,59,131,39,41,27,23
1562034625.676114,38,34,68,109,38,39,25,24
1562034625.698612,37,35,66,106,43,37,24,23
1562034625.721189,36,35,64,109,45,45,26,25
1562034625.751959,37,34,65,110,46,41,25,25
1562034625.758724,33,33,60,102,47,46,25,25
1562034625.781196,30,33,54,103,50,50,25,26
1562034625.796159,30,34,54,118,48,53,24,25
1562034625.818567,29,35,56,116,49,48,23,24
1562034625.841178,30,35,59,120,48,48,22,24
1562034625.856193,30,34,61,128,44,47,21,26
1562034625.878593,33,34,62,127,41,56,19,23
1562034625.901174,31,31,64,120,38,61,20,24
1562034625.916339,34,31,63,120,35,60,20,23
1562034625.938643,37,34,62,125,43,64,25,23
1562034625.961285,39,35,63,120,44,61,25,21
1562034625.976246,37,36,65,122,42,52,28,21
1562034625.998711,38,38,62,114,43,48,28,21
1562034626.02118,37,37,61,136,46,51,28,21
1562034626.036046,35,36,65,131,38,51,24,22
1562034626.05888,38,36,60,129,37,56,26,23
1562034626.081304,38,36,46,126,40,61,25,26
1562034626.103744,39,37,46,122,46,68,26,26
1562034626.118715,37,37,44,112,49,69,26,26
1562034626.141146,39,38,42,123,52,71,26,26
1562034626.163656,34,42,55,124,54,66,25,24
1562034626.178756,32,41,59,129,58,63,24,22
1562034626.201183,29,38,56,131,54,54,23,20
1562034626.22379,27,41,58,123,51,51,20,21
1562034626.238663,24,41,61,146,49,42,23,21
1562034626.261463,26,38,53,143,48,52,22,23
1562034626.28359,32,37,52,136,41,55,21,22
1562034626.300252,35,38,56,137,38,54,21,22
1562034626.329212,39,36,57,140,33,56,25,24
1562034626.344317,40,31,50,104,31,58,24,23
1562034626.358685,42,28,48,118,31,53,23,21
1562034626.381081,40,32,49,118,31,48,25,22
1562034626.404175,38,33,44,112,32,46,24,23
1562034626.426814,37,35,46,108,33,43,24,22
1562034626.441296,36,36,49,134,49,59,24,23
1562034626.46442,32,36,51,127,50,59,26,23
1562034626.478676,32,34,49,138,51,61,25,27
1562034626.501067,36,33,58,143,52,63,26,26
1562034626.524552,35,30,57,161,54,63,24,24
1562034626.538676,34,30,66,149,44,47,24,25
1562034626.561136,33,33,66,144,44,45,20,26
1562034626.584291,29,33,66,134,45,50,20,22
1562034626.598654,25,38,64,134,42,48,23,24
1562034626.621169,27,39,62,108,41,49,22,25
1562034626.644354,30,39,51,132,39,50,24,25
1562034626.658602,32,38,51,132,41,52,24,25
1562034626.681211,35,39,54,134,47,62,24,25
1562034626.704387,37,33,52,139,48,64,22,23
1562034626.718587,39,31,55,169,47,63,23,22
1562034626.74114,37,31,54,142,48,65,23,22
1562034626.765029,39,32,52,157,46,64,24,23
1562034626.77859,41,33,53,160,41,46,23,20
1562034626.801089,40,32,54,157,42,50,23,23
1562034626.824305,37,34,62,118,41,52,23,23
1562034626.854284,38,38,63,118,38,48,25,22
1562034626.861054,40,37,64,93,37,49,25,21
1562034626.884904,35,34,61,91,34,48,26,22
1562034626.898657,34,35,59,86,34,43,26,19
1562034626.921082,35,34,50,90,36,43,25,19
1562034626.944428,33,34,48,89,39,44,22,22
1562034626.9587,31,36,46,107,41,39,22,22
1562034626.981105,35,37,58,105,41,39,22,22
1562034627.012058,37,36,57,101,39,35,21,24
1562034627.018612,40,36,57,114,39,39,23,25
1562034627.041146,40,34,59,142,43,44,25,21
1562034627.064393,42,34,60,148,46,43,26,25
1562034627.086784,39,34,47,161,45,48,27,25
1562034627.101046,40,34,48,172,48,54,29,26
1562034627.124193,40,36,45,165,50,78,93,87
1562034627.154405,41,38,44,226,59,80,101,97
1562034627.161249,56,36,46,233,59,88,141,136
1562034627.184337,65,35,49,250,67,101,171,165
1562034627.206952,77,37,48,258,87,102,181,172
1562034627.221159,84,37,64,265,122,90,172,158
1562034627.24455,88,41,67,228,162,115,185,155
1562034627.266058,81,46,70,231,205,115,162,125
1562034627.2804,80,46,71,212,212,106,135,88
1562034627.303508,76,52,74,195,210,105,122,75
1562034627.326468,85,52,65,210,203,123,129,126
1562034627.340309,87,56,74,193,178,119,151,143
1562034627.363954,94,67,79,221,159,241,222,156
1562034627.387734,110,113,89,232,183,311,289,184
1562034627.400984,753,124,409,270,214,327,296,199
1562034627.424407,1065,141,535,297,268,376,296,170
1562034627.446842,1086,141,536,735,273,415,329,192
1562034627.461195,1130,141,598,832,278,544,341,211
1562034627.484328,1192,114,619,887,318,520,301,225
1562034627.506826,981,102,511,890,311,541,311,262
1562034627.521084,647,83,380,878,272,511,315,297
1562034627.544398,617,77,376,573,269,494,280,296
1562034627.567179,534,69,269,405,255,294,229,289
1562034627.581263,377,62,211,250,191,293,219,265
1562034627.604235,215,59,87,211,167,238,232,222
1562034627.626906,151,51,72,199,147,235,216,173
1562034627.641169,122,57,77,162,135,198,188,131
1562034627.664563,109,53,69,156,114,175,163,104
1562034627.686696,85,49,67,152,78,131,147,88
1562034627.701804,65,50,65,135,67,121,78,68
1562034627.724421,64,50,67,137,61,90,69,58
1562034627.754561,57,53,65,160,56,87,65,53
